Disease,Question,medical_specialty,severity
Sa Trực Tràng,Tôi hay bị khó kiểm soát nhu động ruột và cảm thấy khó chịu ở hậu môn. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sa Trực Tràng,Tôi đang cảm thấy có một khối u sa ra khỏi hậu môn khi đứng lên. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sa Trực Tràng,Tôi hay bị táo bón và cảm thấy như “ngồi trên một quả bóng”. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sa Trực Tràng,Tôi đang cảm thấy có một khối u sa ra khỏi hậu môn vĩnh viễn và không thể đẩy ngược vào bên trong. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sa Trực Tràng,"Tôi hay bị khó kiểm soát nhu động ruột và có máu đỏ tươi chảy ra từ trực tràng, kèm theo táo bón. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sa Trực Tràng,Tôi đang cảm thấy có một khối u sa ra khỏi hậu môn khi vận động mạnh. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sa Trực Tràng,"Tôi hay bị táo bón và cảm thấy khó chịu, đau rát ở hậu môn. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sa Trực Tràng,Tôi đang cảm thấy có một khối mô sưng tấy sa ra khỏi hậu môn khi đi tiêu. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sa Trực Tràng,Tôi hay bị khó kiểm soát nhu động ruột và có máu đỏ tươi chảy ra từ trực tràng khi đi đại tiện. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sa Trực Tràng,"Tôi đang cảm thấy có một khối u sa ra khỏi hậu môn khi ho hoặc hắt hơi, kèm theo táo bón. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sa Trực Tràng,"Tôi hay bị táo bón và cảm thấy khó chịu, đau rát ở hậu môn khi đi đại tiện. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sa Trực Tràng,Tôi đang cảm thấy có một khối mô sưng tấy sa ra khỏi hậu môn khi rặn. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sa Trực Tràng,Tôi hay bị khó kiểm soát nhu động ruột và có máu đỏ tươi chảy ra từ trực tràng khi vận động. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sa Trực Tràng,"Tôi đang cảm thấy có một khối u sa ra khỏi hậu môn khi đứng lên, kèm theo táo bón. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sa Trực Tràng,"Tôi hay bị táo bón và cảm thấy khó chịu, đau rát ở hậu môn khi đi đại tiện, kèm theo chảy máu. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sa Trực Tràng,Tôi đang cảm thấy có một khối mô sưng tấy sa ra khỏi hậu môn khi rặn và không thể đẩy ngược vào bên trong. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Cấp,"Tôi hiện đang có các triệu chứng như vàng da, đau bụng và phù chân. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Suy Gan Cấp,"Tôi đang cảm thấy mệt mỏi, buồn nôn và chán ăn. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Suy Gan Cấp,Tôi hay bị đau hạ sườn phải. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Cấp,Tôi hiện đang có các triệu chứng như nôn ra máu và đi ngoài phân đen. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Cấp,Tôi đang cảm thấy lú lẫn và hôn mê. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Cấp,Tôi hay bị vàng da và mắt. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Cấp,Tôi hiện đang có các triệu chứng như chảy máu và hơi thở có mùi amoniac. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Cấp,Tôi đang cảm thấy thay đổi về trạng thái tinh thần và hành vi. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Cấp,Tôi hay bị sốt và ho. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Cấp,Tôi hiện đang có các triệu chứng như khó thở và phù não. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Cấp,Tôi đang cảm thấy đau đầu dữ dội và tăng huyết áp. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Cấp,Tôi hay bị nhịp tim chậm và phù gai thị. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Cấp,Tôi hiện đang có các triệu chứng như mất ngủ và bồn chồn. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Cấp,Tôi đang cảm thấy tiền hôn mê. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Cấp,Tôi hay bị suy thận và rối loạn đông máu. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Cấp,Tôi hiện đang có các triệu chứng như suy đa tạng. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Cấp,Tôi đang cảm thấy mệt mỏi và chán ăn sau khi uống thuốc giảm đau hạ sốt. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Cấp,Tôi hay bị đau bụng và vàng da sau khi uống thuốc kháng sinh. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Cấp,Tôi hiện đang có các triệu chứng như nôn mửa và tiêu chảy sau khi ăn nấm lạ. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Cấp,Tôi đang cảm thấy vàng da và mệt mỏi sau khi tiếp xúc với hóa chất công nghiệp. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi hiện đang có các triệu chứng như cơ thể mệt mỏi và sốt nhẹ. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi đang cảm thấy rối loạn tiêu hóa và vàng da. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi hay bị xuất huyết dưới da và giảm cân bất thường. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi hiện đang có các triệu chứng như phù nề hoặc tích tụ chất lỏng ở chân. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi đang cảm thấy cổ trướng. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi hay bị viêm gan virus B. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi hiện đang có các triệu chứng như viêm gan virus C. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi đang cảm thấy gan nhiễm mỡ không do rượu. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi hay bị viêm gan tự miễn. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi hiện đang có các triệu chứng như bệnh đường mật. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi đang cảm thấy hội chứng Budd-Chiari. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi hay bị tác dụng phụ từ hóa trị liệu. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi hiện đang có các triệu chứng như xơ gan do thuốc. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi đang cảm thấy thiếu Alpha-1 Antitrypsin. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi hay bị bệnh huyết sắc tố. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi hiện đang có các triệu chứng như bệnh Wilson. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi đang cảm thấy mệt mỏi và chán ăn. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi hay bị buồn nôn và nôn. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi hiện đang có các triệu chứng như sụt cân và da xanh xao. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan Mãn Tính,Tôi đang cảm thấy dễ bị bầm tím và chảy máu cam. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,"Tôi hiện đang có các triệu chứng như mệt mỏi, buồn nôn và chán ăn. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Suy Gan,Tôi đang cảm thấy tiêu chảy và nôn ra máu. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,Tôi hay bị vàng da và mắt. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,Tôi hiện đang có các triệu chứng như phù chân và tích nước trong bụng. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,Tôi đang cảm thấy mất phương hướng. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,Tôi hay bị chảy máu và hơi thở có mùi amoniac. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,Tôi hiện đang có các triệu chứng như vàng da và cơ thể mệt mỏi. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,Tôi đang cảm thấy phù não và huyết áp cao. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,Tôi hay bị chảy máu không kiểm soát. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,Tôi hiện đang có các triệu chứng như viêm phổi và nhiễm trùng tiểu. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,Tôi đang cảm thấy suy thận. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,Tôi hay bị mệt mỏi và sụt cân. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,Tôi hiện đang có các triệu chứng như đau bụng và đầy hơi. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,Tôi đang cảm thấy ngứa ngáy khắp người. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,Tôi hay bị rối loạn tiêu hóa. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,Tôi hiện đang có các triệu chứng như dễ bầm tím. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,Tôi đang cảm thấy mạch máu nổi lên như mạng nhện trên da. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,Tôi hay bị lòng bàn tay ửng đỏ. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,Tôi hiện đang có các triệu chứng như mất tập trung. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Gan,Tôi đang cảm thấy thay đổi tính cách. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Suy Hô Hấp,Tôi hiện đang có các triệu chứng như khó thở và thở nhanh. Tôi có thể đang bị bệnh gì?,Respiratory,
Suy Hô Hấp,Tôi đang cảm thấy mệt mỏi và gặp khó khăn khi hoạt động. Tôi có thể đang bị bệnh gì?,Respiratory,
Suy Hô Hấp,"Tôi hay bị buồn ngủ và ngón tay, ngón chân, môi xanh xao. Tôi có thể đang bị bệnh gì?",Respiratory,
Suy Hô Hấp,Tôi hiện đang có các triệu chứng như nhìn mờ và đau đầu. Tôi có thể đang bị bệnh gì?,Respiratory,
Suy Hô Hấp,Tôi đang cảm thấy lú lẫn và nhịp tim nhanh. Tôi có thể đang bị bệnh gì?,Respiratory,
Suy Hô Hấp,Tôi hay bị viêm phổi và xơ phổi. Tôi có thể đang bị bệnh gì?,Respiratory,
Suy Hô Hấp,Tôi hiện đang có các triệu chứng như phù phổi cấp và tắc nghẽn phế quản. Tôi có thể đang bị bệnh gì?,Respiratory,
Suy Hô Hấp,Tôi đang cảm thấy khó thở do u thanh quản. Tôi có thể đang bị bệnh gì?,Respiratory,
Suy Hô Hấp,Tôi hay bị tràn dịch màng phổi. Tôi có thể đang bị bệnh gì?,Respiratory,
Suy Hô Hấp,Tôi hiện đang có các triệu chứng như khó thở do chấn thương lồng ngực. Tôi có thể đang bị bệnh gì?,Respiratory,
Suy Hô Hấp,Tôi đang cảm thấy khó thở do chấn thương sọ não. Tôi có thể đang bị bệnh gì?,Respiratory,
Suy Hô Hấp,Tôi hay bị khó thở do tai biến mạch máu não. Tôi có thể đang bị bệnh gì?,Respiratory,
Suy Hô Hấp,Tôi hiện đang có các triệu chứng như khó thở do đột quỵ. Tôi có thể đang bị bệnh gì?,Respiratory,
Suy Hô Hấp,Tôi đang cảm thấy khó thở do xơ phổi. Tôi có thể đang bị bệnh gì?,Respiratory,
Suy Hô Hấp,Tôi hay bị khó thở do hen suyễn. Tôi có thể đang bị bệnh gì?,Respiratory,
Suy Hô Hấp,Tôi hiện đang có các triệu chứng như khó thở do bệnh phổi tắc nghẽn mạn tính. Tôi có thể đang bị bệnh gì?,Respiratory,
Suy Hô Hấp,Tôi đang cảm thấy khó thở do bệnh xơ cứng teo cơ một bên. Tôi có thể đang bị bệnh gì?,Respiratory,
Suy Hô Hấp,Tôi hay bị khó thở do chấn thương tủy sống. Tôi có thể đang bị bệnh gì?,Respiratory,
Suy Hô Hấp,Tôi hiện đang có các triệu chứng như khó thở do cong vẹo cột sống. Tôi có thể đang bị bệnh gì?,Respiratory,
Suy Hô Hấp,Tôi đang cảm thấy khó thở sau khi sử dụng quá liều chất kích thích. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lá Phổi,Tôi hiện đang có các triệu chứng như tiêu chảy và đau bụng sau khi ăn tôm cua. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lá Phổi,"Tôi đang cảm thấy sốt, đau ngực và mệt mỏi. Tôi có thể đang bị bệnh gì?",Respiratory,
Sán Lá Phổi,Tôi hay ho khan và ho có đờm màu gỉ sắt. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lá Phổi,Tôi hiện đang có các triệu chứng như ho nhiều và ho ra máu. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lá Phổi,"Tôi đang cảm thấy buồn nôn, nôn và đau bụng. Tôi có thể đang bị bệnh gì?",Respiratory,
Sán Lá Phổi,Tôi hay bị tiêu chảy và ngứa. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lá Phổi,Tôi hiện đang có các triệu chứng như phát ban. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lá Phổi,Tôi đang cảm thấy ho và khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lá Phổi,Tôi hay ho ra máu và ho có đờm lẫn máu. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lá Phổi,Tôi hiện đang có các triệu chứng như tiêu chảy ra máu. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lá Phổi,Tôi đang cảm thấy da bụng và da chân xuất hiện vết sưng. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lá Phổi,Tôi hay bị co giật và nhìn đôi. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lá Phổi,Tôi hiện đang có các triệu chứng như nôn mửa và đau đầu. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lá Phổi,Tôi đang cảm thấy không có triệu chứng ở giai đoạn mới mắc bệnh. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lá Phổi,Tôi hay bị sốt. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lá Phổi,Tôi hiện đang có các triệu chứng như sán di chuyển từ bụng vào ngực. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lá Phổi,Tôi đang cảm thấy bệnh kéo dài trong nhiều năm. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lá Phổi,Tôi hay bị di chứng lên não. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lá Phổi,Tôi hiện đang có các triệu chứng như sán làm tổ ở phổi. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lá Phổi,Tôi đang cảm thấy sán gây bệnh ở những cơ quan nội tạng khác. Tôi có thể đang bị bệnh gì?,Respiratory,
Sán Lợn Gạo,Tôi hiện đang có các triệu chứng như đau bụng và tiêu chảy từng đợt. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sán Lợn Gạo,Tôi đang cảm thấy đau lan xuống ruột thừa. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sán Lợn Gạo,Tôi hay buồn nôn và nhức đầu. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sán Lợn Gạo,Tôi hiện đang có các triệu chứng như sụt cân và co giật. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sán Lợn Gạo,Tôi đang cảm thấy rối loạn tim mạch và tăng áp lực nội sọ. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sán Lợn Gạo,"Tôi hay bị nhầm lẫn với bệnh viêm não, màng não. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sán Lợn Gạo,Tôi hiện đang có các triệu chứng như u sọ hầu và u nguyên bào tủy. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sán Lợn Gạo,Tôi đang cảm thấy như bị lao màng não. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sán Lợn Gạo,Tôi hay bị nhầm lẫn với u tế bào hình sao ở hệ thần kinh trung ương. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sán Lợn Gạo,"Tôi hiện đang có các triệu chứng như nhiễm vi khuẩn, virus, ký sinh trùng, nấm. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Sán Lợn Gạo,Tôi đang cảm thấy đau bụng nhẹ. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sán Lợn Gạo,Tôi hay bị tiêu chảy. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sán Lợn Gạo,Tôi hiện đang có các triệu chứng như sán di chuyển từ ruột non qua ruột già. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sán Lợn Gạo,Tôi đang cảm thấy khó chẩn đoán bệnh. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sán Lợn Gạo,Tôi hay cần xét nghiệm phân tìm trứng. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sán Lợn Gạo,Tôi hiện đang có các triệu chứng như cần chụp CT. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sán Lợn Gạo,Tôi đang cảm thấy cần chụp MRI. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sán Lợn Gạo,Tôi hay cần xét nghiệm huyết thanh. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sán Lợn Gạo,Tôi hiện đang có các triệu chứng như biểu hiện ở hệ thần kinh trung ương. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sán Lợn Gạo,Tôi đang cảm thấy không có triệu chứng rõ ràng. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Sùi Mào Gà Ở Nữ,Tôi hiện đang có các triệu chứng như nổi mụn cóc sinh dục ở âm hộ. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà Ở Nữ,Tôi đang cảm thấy ngứa ngáy và đau rát vùng kín. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà Ở Nữ,Tôi hay bị chảy máu sau khi quan hệ tình dục. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà Ở Nữ,"Tôi hiện đang có các triệu chứng như tiểu khó, tiểu rát. Tôi có thể đang bị bệnh gì?",Dermatology,
Sùi Mào Gà Ở Nữ,Tôi đang cảm thấy đại tiện khó khăn và ra máu. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà Ở Nữ,"Tôi hay bị nổi mụn cóc ở môi lớn, môi bé. Tôi có thể đang bị bệnh gì?",Dermatology,
Sùi Mào Gà Ở Nữ,Tôi hiện đang có các triệu chứng như nổi mụn cóc ở cổ tử cung. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà Ở Nữ,Tôi đang cảm thấy nổi mụn cóc ở hậu môn. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà Ở Nữ,Tôi hay bị nổi mụn cóc ở miệng và lưỡi. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà Ở Nữ,Tôi hiện đang có các triệu chứng như nổi mụn cóc ở cuống họng. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà Ở Nữ,Tôi đang cảm thấy nốt sùi mào gà có hình dạng như bông súp lơ. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà Ở Nữ,Tôi hay bị nốt sùi mào gà có kích thước to và dày đặc. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà Ở Nữ,"Tôi hiện đang có các triệu chứng như nốt sùi mào gà bị vỡ, chảy máu và mủ. Tôi có thể đang bị bệnh gì?",Dermatology,
Sùi Mào Gà Ở Nữ,Tôi đang cảm thấy viêm âm đạo. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà Ở Nữ,Tôi hay bị viêm cổ tử cung. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà Ở Nữ,Tôi hiện đang có các triệu chứng như sùi mào gà tái phát sau điều trị. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà Ở Nữ,Tôi đang cảm thấy nốt sùi mào gà phát triển nặng nề hơn. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà Ở Nữ,Tôi hay bị sùi mào gà sau khi sinh con. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà Ở Nữ,Tôi hiện đang có các triệu chứng như sùi mào gà và suy giảm hệ miễn dịch. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà Ở Nữ,Tôi đang cảm thấy sùi mào gà và mắc bệnh ung thư. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà,Tôi hiện đang có các triệu chứng như nổi mụn cóc sinh dục ở dương vật. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà,Tôi đang cảm thấy ngứa ngáy và đau rát vùng kín. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà,Tôi hay bị chảy máu sau khi quan hệ tình dục. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà,Tôi hiện đang có các triệu chứng như nổi mụn cóc ở bìu và háng. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà,"Tôi hay bị nổi mụn cóc ở môi, miệng, lưỡi và cổ họng. Tôi có thể đang bị bệnh gì?",Dermatology,
Sùi Mào Gà,Tôi đang cảm thấy nổi mụn cóc ở đùi và hậu môn. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà,Tôi hiện đang có các triệu chứng như tiết dịch dương vật. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà,Tôi đang cảm thấy đau rát khi tiểu tiện. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà,Tôi hay bị sùi mào gà sau khi quan hệ tình dục không an toàn. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà,Tôi hiện đang có các triệu chứng như sùi mào gà sau khi quan hệ tình dục bằng miệng. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà,Tôi đang cảm thấy nốt sùi mào gà có hình dạng như bông súp lơ. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà,Tôi hay bị nốt sùi mào gà có kích thước to và dày đặc. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà,"Tôi hiện đang có các triệu chứng như nốt sùi mào gà bị vỡ, chảy máu và mủ. Tôi có thể đang bị bệnh gì?",Dermatology,
Sùi Mào Gà,Tôi đang cảm thấy sùi mào gà tái phát sau điều trị. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà,Tôi hay bị sùi mào gà và suy giảm hệ miễn dịch. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà,Tôi hiện đang có các triệu chứng như sùi mào gà và mắc bệnh ung thư. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà,Tôi đang cảm thấy sùi mào gà và bị biến dạng dương vật. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà,Tôi hay bị sùi mào gà và tắc nghẽn ống dẫn tinh. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà,Tôi hiện đang có các triệu chứng như sùi mào gà và khó xuất tinh. Tôi có thể đang bị bệnh gì?,Dermatology,
Sùi Mào Gà,Tôi đang cảm thấy sùi mào gà và tinh trùng yếu. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Lồi,"Tôi đang cảm thấy vùng da bị thương của mình nổi gồ ghề, cứng và căng bóng. Tôi có thể đang bị bệnh gì?",Dermatology,
Sẹo Lồi,"Tôi thấy vết sẹo của mình có màu đỏ, hồng hoặc tím và ngày càng sậm màu hơn. Tôi có thể đang bị bệnh gì?",Dermatology,
Sẹo Lồi,Tôi hay bị ngứa hoặc đau ở vùng da bị sẹo. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Lồi,Tôi thấy vết sẹo của mình phát triển nhanh chóng và lan rộng ra xung quanh. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Lồi,Tôi đang cảm thấy vết sẹo của mình mềm và có xu hướng phát triển chậm. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Lồi,"Tôi thấy vết sẹo của mình có dạng cục, bóng và không có lông. Tôi có thể đang bị bệnh gì?",Dermatology,
Sẹo Lồi,Tôi hay bị ngứa ở vùng da bị sẹo và vết sẹo có màu sẫm hơn da xung quanh. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Lồi,Tôi thấy vết sẹo của mình nổi gồ ghề trên bề mặt da và có màu đỏ. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Lồi,"Tôi đang cảm thấy vết sẹo của mình cứng và căng, gây khó chịu khi vận động. Tôi có thể đang bị bệnh gì?",Dermatology,
Sẹo Lồi,Tôi thấy vết sẹo của mình ngày càng lan rộng và có màu đậm hơn. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Lồi,"Tôi hay bị đau ở vùng da bị sẹo, đặc biệt khi chạm vào. Tôi có thể đang bị bệnh gì?",Dermatology,
Sẹo Lồi,Tôi thấy vết sẹo của mình nổi cao hơn so với bề mặt da và có màu tím. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Lồi,Tôi đang cảm thấy vết sẹo của mình ngứa và có xu hướng phát triển thành cục. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Lồi,Tôi thấy vết sẹo của mình có viền đậm hơn phần trung tâm và không có lông. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Lồi,Tôi hay bị đau nhức và khó chịu ở vùng da bị sẹo. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Lồi,Tôi thấy vết sẹo của mình phát triển thành khối cứng và gây mất thẩm mỹ. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Lồi,Tôi đang cảm thấy vết sẹo của mình ngứa và căng bóng. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Lồi,Tôi thấy vết sẹo của mình lan rộng ra xung quanh và có màu sẫm hơn da. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Lồi,Tôi hay bị đau rát và khó chịu ở vùng da bị sẹo. Tôi có thể đang bị bệnh gì?,Dermatology,
Sẹo Lồi,Tôi thấy vết sẹo của mình phát triển thành khối u và gây mất thẩm mỹ. Tôi có thể đang bị bệnh gì?,Dermatology,
